method,expected_file,expected_line,associated_query_count,query_hit_fraction_at_20,mean_reciprocal_rank_at_20
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,246,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,3,1.0,0.6666666666666666
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,497,3,1.0,0.7037037037037037
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/FetchSession.scala,550,3,1.0,0.4444444444444444
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/FetchSession.scala,731,3,1.0,0.6666666666666666
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/FetchSession.scala,863,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/KafkaApis.scala,376,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/KafkaApis.scala,1252,3,0.6666666666666666,0.6666666666666666
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/KafkaConfig.scala,554,3,1.0,0.7000000000000001
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/KafkaRequestHandler.scala,149,3,1.0,0.4444444444444444
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,3,0.6666666666666666,0.4166666666666667
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,3,1.0,0.611111111111111
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,3,1.0,0.8333333333333334
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ReplicaManager.scala,1317,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ReplicaManager.scala,1407,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ReplicaManager.scala,1871,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ReplicaManager.scala,2172,4,1.0,0.7083333333333334
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ReplicaManager.scala,2392,3,1.0,0.5
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ReplicaManager.scala,2465,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/ReplicaManager.scala,2508,3,1.0,0.1986111111111111
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/SharedServer.scala,347,3,1.0,1.0
AST-KG+CrossEncoder(static-K),core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,3,1.0,0.7777777777777778
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,408,3,1.0,0.5111111111111111
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,3,1.0,1.0
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,455,3,1.0,1.0
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java,374,3,1.0,0.8333333333333334
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/EventPerformanceMonitor.java,142,3,0.0,0.0
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,403,3,1.0,0.8333333333333334
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,3,1.0,0.4365079365079365
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java,450,3,0.6666666666666666,0.6666666666666666
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,3,0.6666666666666666,0.6666666666666666
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,3,1.0,0.4444444444444444
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1067,3,1.0,1.0
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1071,3,0.6666666666666666,0.25
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,3,1.0,1.0
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,878,3,1.0,0.37222222222222223
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,995,3,1.0,0.8333333333333334
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,3,1.0,0.27499999999999997
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1266,3,1.0,0.38095238095238093
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1292,3,1.0,0.1111111111111111
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1300,3,0.6666666666666666,0.06363636363636364
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1498,3,1.0,1.0
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1660,3,1.0,0.7333333333333334
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1698,3,1.0,0.7333333333333334
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1738,3,1.0,0.7037037037037037
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1744,3,1.0,0.7037037037037037
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1799,3,1.0,0.611111111111111
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1823,3,1.0,0.6904761904761906
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2055,3,1.0,0.1488095238095238
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2271,3,1.0,0.7333333333333334
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2282,3,1.0,0.8333333333333334
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2285,3,1.0,0.6666666666666666
AST-KG+CrossEncoder(static-K),metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2411,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,7,1.0,0.19216177699149833
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/log/LogManager.scala,228,6,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/log/LogManager.scala,357,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/log/LogManager.scala,612,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/log/LogManager.scala,689,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/log/LogManager.scala,1167,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/log/LogManager.scala,1488,3,1.0,0.3737745098039216
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/network/RequestChannel.scala,503,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/network/SocketServer.scala,537,3,1.0,0.6666666666666666
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/network/SocketServer.scala,548,3,1.0,0.5833333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/network/SocketServer.scala,691,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/network/SocketServer.scala,931,3,1.0,0.7777777777777778
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/network/SocketServer.scala,945,3,1.0,0.7777777777777778
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/network/SocketServer.scala,994,3,1.0,0.6666666666666666
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/network/SocketServer.scala,1033,3,1.0,0.75
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherManager.scala,203,1,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,406,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,415,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,444,3,1.0,0.7777777777777778
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,450,3,0.3333333333333333,0.3333333333333333
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,501,3,1.0,0.4444444444444444
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,677,3,1.0,0.2833333333333333
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,711,3,1.0,0.2333333333333333
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AlterPartitionManager.scala,144,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AlterPartitionManager.scala,247,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,267,3,1.0,0.3253968253968254
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,272,3,1.0,0.7083333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,275,3,1.0,0.5
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,311,3,1.0,0.37858220211161386
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,447,3,1.0,0.6666666666666666
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,332,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,417,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,421,3,1.0,0.2611111111111111
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,493,3,1.0,0.75
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,496,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,550,3,1.0,0.7037037037037037
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,554,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerServer.scala,729,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/BrokerServer.scala,785,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ConfigAdminManager.scala,255,3,1.0,0.3874458874458875
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ConfigAdminManager.scala,368,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ControllerApis.scala,153,3,1.0,0.5277777777777778
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,205,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,246,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,252,3,1.0,0.6666666666666666
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,394,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,497,3,1.0,0.7333333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/DynamicBrokerConfig.scala,584,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/FetchSession.scala,550,3,1.0,0.4444444444444444
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/FetchSession.scala,731,3,1.0,0.5
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/FetchSession.scala,863,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/KafkaApis.scala,376,3,1.0,0.75
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/KafkaApis.scala,1252,3,0.6666666666666666,0.6666666666666666
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/KafkaConfig.scala,554,3,1.0,0.7222222222222222
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,124,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/KafkaRequestHandler.scala,149,3,1.0,0.4444444444444444
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/LocalLeaderEndPoint.scala,155,3,0.6666666666666666,0.4166666666666667
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,290,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/NodeToControllerChannelManager.scala,313,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/RemoteLeaderEndPoint.scala,162,3,1.0,0.611111111111111
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ReplicaFetcherThread.scala,91,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ReplicaManager.scala,1317,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ReplicaManager.scala,1407,3,1.0,0.5
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ReplicaManager.scala,1871,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ReplicaManager.scala,2172,4,1.0,0.7083333333333334
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ReplicaManager.scala,2392,3,1.0,0.5
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ReplicaManager.scala,2465,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/ReplicaManager.scala,2508,3,0.0,0.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/SharedServer.scala,347,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,core/src/main/scala/kafka/server/metadata/ClientQuotaMetadataManager.scala,107,3,1.0,0.7777777777777778
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,408,3,1.0,0.7777777777777778
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,413,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,455,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java,374,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/EventPerformanceMonitor.java,142,3,0.0,0.0
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,403,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,414,3,1.0,0.4666666666666666
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java,450,3,0.6666666666666666,0.6666666666666666
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,175,3,1.0,0.6923076923076924
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,3,1.0,0.4444444444444444
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1067,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1071,3,0.6666666666666666,0.3636363636363636
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,568,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,878,3,1.0,0.37797619047619047
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,995,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1014,3,1.0,0.2888888888888889
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1266,3,1.0,0.38095238095238093
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1292,3,1.0,0.1111111111111111
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1300,3,0.6666666666666666,0.06363636363636364
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1498,3,1.0,1.0
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1660,3,1.0,0.7333333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1698,3,1.0,0.7333333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1738,3,1.0,0.7083333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1744,3,1.0,0.6923076923076924
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1799,3,1.0,0.3444444444444444
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1823,3,0.6666666666666666,0.6666666666666666
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2055,3,1.0,0.17777777777777778
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2271,3,1.0,0.7333333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2282,3,1.0,0.8333333333333334
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2285,3,1.0,0.7777777777777778
AST-KG+CrossEncoder+StagedConfidence,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2411,3,1.0,0.6666666666666666
